CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
C02182,29,M,33,118.91,3924.03,Month-to-Month,Bank Transfer,No
C02183,20,F,21,63.34,1330.14,One Year,Credit Card,No
C02184,62,M,16,79.48,1271.68,One Year,Electronic Check,No
C02185,35,M,47,97.72,4592.84,Two Year,Bank Transfer,No
C02186,57,F,39,93.64,3651.96,One Year,Credit Card,No
C02187,38,F,34,116.78,3970.52,Month-to-Month,Bank Transfer,No
C02188,32,M,42,31.49,1322.58,One Year,Credit Card,Yes
C02189,50,M,57,78.07,4449.99,Two Year,Electronic Check,No
C02190,52,F,15,89.19,1337.85,Month-to-Month,Bank Transfer,No
C02191,43,M,6,109.01,654.06,Two Year,Credit Card,No
C02192,25,F,2,107.41,214.82,One Year,Credit Card,No
C02193,53,M,24,117.8,2827.2,Month-to-Month,Electronic Check,No
C02194,65,F,56,71.21,3987.76,Two Year,Bank Transfer,No
C02195,47,F,49,103.08,5050.92,One Year,Credit Card,Yes
C02196,40,F,28,62.73,1756.44,One Year,Credit Card,No
C02197,59,M,1,62.23,62.23,Two Year,Credit Card,No
C02198,61,M,1,45.33,45.33,Month-to-Month,Credit Card,No
C02199,31,M,28,101.82,2850.96,Two Year,Bank Transfer,No
C02200,31,M,36,118.58,4268.88,One Year,Mailed Check,No
C02201,19,F,20,45.63,912.6,Two Year,Bank Transfer,Yes
C02202,54,F,48,25.61,1229.28,One Year,Credit Card,No
C02203,22,F,8,101.55,812.4,Month-to-Month,Bank Transfer,No
C02204,55,M,1,82.02,82.02,Two Year,Bank Transfer,Yes
C02205,62,M,26,115.97,3015.22,Month-to-Month,Electronic Check,No
C02206,58,M,51,45.22,2306.22,Two Year,Electronic Check,No
C02207,64,F,43,27.1,1165.3,One Year,Credit Card,Yes
C02208,31,M,49,69.24,3392.76,Month-to-Month,Mailed Check,Yes
C02209,56,M,25,28.55,713.75,One Year,Electronic Check,No
C02210,42,F,10,46.18,461.8,Two Year,Bank Transfer,No
C02211,37,F,12,32.6,391.2,One Year,Credit Card,No
C02212,19,M,41,42.41,1738.81,Two Year,Mailed Check,No
C02213,56,F,7,30.61,214.27,Month-to-Month,Electronic Check,No
C02214,23,M,12,115.39,1384.68,One Year,Credit Card,No
C02215,34,F,47,47.86,2249.42,One Year,Mailed Check,No
C02216,42,F,40,64.39,2575.6,Two Year,Credit Card,No
C02217,45,F,17,109.86,1867.62,Two Year,Mailed Check,No
C02218,19,M,5,87.73,438.65,Two Year,Electronic Check,No
C02219,52,M,14,81.8,1145.2,Month-to-Month,Bank Transfer,No
C02220,54,M,34,90.56,3079.04,One Year,Bank Transfer,No
C02221,22,F,48,102.88,4938.24,Two Year,Electronic Check,No
C02222,18,F,17,107.77,1832.09,Two Year,Electronic Check,No
C02223,57,F,35,84.26,2949.1,One Year,Electronic Check,No
C02224,29,F,55,109.0,5995.0,Month-to-Month,Mailed Check,Yes
C02225,53,M,1,73.54,73.54,One Year,Mailed Check,No
C02226,62,M,59,47.73,2816.07,Two Year,Mailed Check,No
C02227,40,M,50,108.01,5400.5,One Year,Mailed Check,No
C02228,64,F,50,74.15,3707.5,Two Year,Mailed Check,No
C02229,48,F,36,110.61,3981.96,Two Year,Mailed Check,No
C02230,28,M,15,24.02,360.3,One Year,Mailed Check,No
C02231,27,F,19,59.75,1135.25,One Year,Electronic Check,No
C02232,20,M,51,114.78,5853.78,Month-to-Month,Mailed Check,No
C02233,31,F,42,44.97,1888.74,Two Year,Credit Card,No
C02234,33,F,5,114.15,570.75,Two Year,Mailed Check,No
C02235,27,M,19,115.39,2192.41,Two Year,Bank Transfer,No
C02236,46,M,43,108.21,4653.03,Two Year,Bank Transfer,No
C02237,27,F,39,76.37,2978.43,Two Year,Electronic Check,No
C02238,29,M,5,84.69,423.45,One Year,Bank Transfer,Yes
C02239,47,M,52,106.96,5561.92,Two Year,Bank Transfer,No
C02240,58,F,12,97.59,1171.08,One Year,Bank Transfer,No
C02241,18,F,19,83.01,1577.19,Month-to-Month,Electronic Check,No
C02242,22,F,47,118.23,5556.81,Two Year,Electronic Check,No
C02243,37,M,12,88.57,1062.84,Month-to-Month,Mailed Check,No
C02244,25,F,36,117.55,4231.8,One Year,Bank Transfer,No
C02245,60,F,12,25.74,308.88,One Year,Mailed Check,No
C02246,29,F,18,33.9,610.2,Month-to-Month,Electronic Check,Yes
C02247,18,F,49,65.15,3192.35,Two Year,Mailed Check,Yes
C02248,37,F,51,58.49,2982.99,One Year,Mailed Check,No
C02249,45,M,48,98.27,4716.96,One Year,Bank Transfer,No
C02250,60,F,43,36.06,1550.58,One Year,Electronic Check,Yes
C02251,54,F,34,117.61,3998.74,One Year,Bank Transfer,Yes
C02252,64,M,48,51.51,2472.48,One Year,Mailed Check,Yes
C02253,54,F,33,62.89,2075.37,One Year,Electronic Check,No
C02254,29,F,49,47.47,2326.03,Month-to-Month,Mailed Check,Yes
C02255,54,M,18,77.94,1402.92,Two Year,Mailed Check,No
C02256,66,F,57,25.86,1474.02,Two Year,Bank Transfer,No
C02257,66,M,29,34.97,1014.13,Two Year,Electronic Check,No
C02258,61,F,45,94.58,4256.1,Two Year,Electronic Check,No
C02259,45,M,5,38.65,193.25,Month-to-Month,Bank Transfer,No
C02260,64,M,25,43.55,1088.75,Month-to-Month,Credit Card,Yes
C02261,32,F,24,99.3,2383.2,Two Year,Bank Transfer,No
C02262,23,M,29,29.33,850.57,One Year,Bank Transfer,No
C02263,61,M,59,63.75,3761.25,Two Year,Credit Card,No
C02264,37,F,38,22.31,847.78,One Year,Electronic Check,No
C02265,67,F,33,54.68,1804.44,One Year,Credit Card,Yes
C02266,31,M,10,89.9,899.0,Month-to-Month,Mailed Check,No
C02267,19,F,37,29.01,1073.37,One Year,Mailed Check,No
C02268,26,M,33,108.83,3591.39,Month-to-Month,Bank Transfer,No
C02269,54,M,23,110.95,2551.85,Two Year,Mailed Check,No
C02270,37,F,58,30.5,1769.0,Month-to-Month,Credit Card,No
C02271,43,F,11,119.07,1309.77,One Year,Mailed Check,Yes
C02272,46,M,24,49.75,1194.0,One Year,Electronic Check,No
C02273,18,F,24,28.41,681.84,One Year,Bank Transfer,No
C02274,52,F,7,20.51,143.57,Two Year,Bank Transfer,Yes
C02275,23,M,50,60.85,3042.5,Month-to-Month,Electronic Check,No
C02276,54,M,21,82.98,1742.58,Two Year,Electronic Check,No
C02277,22,M,20,53.22,1064.4,Month-to-Month,Bank Transfer,No
C02278,50,M,53,103.67,5494.51,Two Year,Electronic Check,No
C02279,66,M,10,91.66,916.6,Two Year,Mailed Check,No
C02280,68,M,25,55.02,1375.5,One Year,Mailed Check,No
C02281,31,F,47,93.43,4391.21,Two Year,Mailed Check,No
C02282,29,M,36,114.05,4105.8,Two Year,Mailed Check,Yes
C02283,59,F,48,29.31,1406.88,Month-to-Month,Credit Card,No
C02284,37,F,47,50.61,2378.67,Two Year,Credit Card,No
C02285,67,M,15,66.33,994.95,One Year,Credit Card,Yes
C02286,41,F,44,69.8,3071.2,Two Year,Credit Card,No
C02287,60,M,40,74.22,2968.8,Month-to-Month,Mailed Check,Yes
C02288,51,F,40,50.06,2002.4,Month-to-Month,Mailed Check,No
C02289,42,M,50,86.73,4336.5,Two Year,Electronic Check,No
C02290,67,M,6,84.51,507.06,Two Year,Credit Card,Yes
C02291,46,M,37,77.78,2877.86,Month-to-Month,Credit Card,No
C02292,56,M,2,31.38,62.76,One Year,Bank Transfer,No
C02293,48,F,12,67.7,812.4,Two Year,Electronic Check,Yes
C02294,64,F,58,55.62,3225.96,One Year,Mailed Check,No
C02295,60,F,4,69.1,276.4,One Year,Electronic Check,No
C02296,67,F,23,112.19,2580.37,Two Year,Electronic Check,No
C02297,40,F,13,68.05,884.65,One Year,Bank Transfer,No
C02298,61,M,17,21.4,363.8,Month-to-Month,Bank Transfer,No
C02299,55,M,31,63.88,1980.28,One Year,Electronic Check,Yes
C02300,37,M,16,102.06,1632.96,Month-to-Month,Credit Card,Yes
C02301,40,M,41,98.01,4018.41,Two Year,Mailed Check,No
C02302,62,M,26,71.34,1854.84,One Year,Bank Transfer,No
C02303,69,F,28,44.98,1259.44,Month-to-Month,Bank Transfer,No
C02304,33,M,1,66.51,66.51,Month-to-Month,Mailed Check,No
C02305,67,M,47,76.37,3589.39,Two Year,Bank Transfer,Yes
C02306,59,F,12,119.99,1439.88,One Year,Electronic Check,No
C02307,25,F,37,84.42,3123.54,Month-to-Month,Mailed Check,No
C02308,67,M,55,89.43,4918.65,Month-to-Month,Credit Card,No
C02309,38,M,56,69.15,3872.4,Two Year,Bank Transfer,No
C02310,18,F,50,55.45,2772.5,One Year,Bank Transfer,Yes
C02311,25,M,20,101.3,2026.0,One Year,Electronic Check,No
C02312,46,M,2,69.49,138.98,Month-to-Month,Credit Card,No
C02313,49,M,36,119.47,4300.92,One Year,Bank Transfer,Yes
C02314,55,F,15,65.71,985.65,One Year,Mailed Check,No
C02315,22,M,38,26.8,1018.4,One Year,Mailed Check,No
C02316,64,M,22,88.26,1941.72,One Year,Electronic Check,No
C02317,39,F,44,24.66,1085.04,One Year,Electronic Check,No
C02318,64,F,50,45.05,2252.5,One Year,Bank Transfer,No
C02319,51,F,32,55.37,1771.84,One Year,Electronic Check,No
C02320,18,M,59,93.95,5543.05,Month-to-Month,Mailed Check,No
C02321,43,F,20,69.42,1388.4,Month-to-Month,Electronic Check,No
C02322,60,M,36,22.86,822.96,One Year,Mailed Check,No
C02323,27,F,33,81.68,2695.44,One Year,Bank Transfer,Yes
C02324,47,M,15,61.14,917.1,Two Year,Mailed Check,Yes
C02325,67,F,50,112.18,5609.0,Month-to-Month,Electronic Check,Yes
C02326,35,M,46,69.96,3218.16,Two Year,Mailed Check,Yes
C02327,34,M,3,90.9,272.7,Month-to-Month,Mailed Check,No
C02328,43,F,29,41.89,1214.81,Two Year,Credit Card,No
C02329,25,F,47,96.1,4516.7,Two Year,Credit Card,No
C02330,64,M,27,92.1,2486.7,Two Year,Bank Transfer,No
C02331,57,F,5,110.41,552.05,Month-to-Month,Mailed Check,No
C02332,66,M,59,23.38,1379.42,Month-to-Month,Mailed Check,No
C02333,29,F,56,64.75,3626.0,One Year,Mailed Check,No
C02334,44,F,31,87.92,2725.52,Month-to-Month,Credit Card,Yes
C02335,25,M,22,29.52,649.44,Month-to-Month,Mailed Check,Yes
C02336,42,F,35,61.06,2137.1,Month-to-Month,Credit Card,No
C02337,63,F,54,114.21,6167.34,Month-to-Month,Bank Transfer,No
C02338,21,M,7,63.59,445.13,One Year,Mailed Check,Yes
C02339,50,M,6,118.54,711.24,One Year,Mailed Check,No
C02340,18,F,26,25.68,667.68,Month-to-Month,Electronic Check,No
C02341,36,M,54,91.78,4956.12,Two Year,Credit Card,Yes
C02342,48,F,1,78.1,78.1,Two Year,Electronic Check,No
C02343,33,F,19,70.05,1330.95,Month-to-Month,Bank Transfer,No
C02344,31,M,7,117.08,819.56,One Year,Credit Card,No
C02345,65,M,36,32.97,1186.92,Two Year,Mailed Check,No
C02346,22,M,12,109.6,1315.2,One Year,Mailed Check,Yes
C02347,58,M,20,89.12,1782.4,One Year,Mailed Check,Yes
C02348,43,M,23,45.9,1055.7,Two Year,Mailed Check,Yes
C02349,45,M,25,110.17,2754.25,Month-to-Month,Bank Transfer,Yes
C02350,19,F,30,62.93,1887.9,One Year,Mailed Check,No
C02351,67,F,59,101.42,5983.78,Two Year,Mailed Check,No
C02352,23,M,29,58.88,1707.52,One Year,Mailed Check,No
C02353,26,F,31,105.09,3257.79,Two Year,Electronic Check,No
C02354,50,F,18,83.66,1505.88,Month-to-Month,Bank Transfer,No
C02355,58,F,41,34.1,1398.1,Month-to-Month,Credit Card,Yes
C02356,42,F,19,84.97,1614.43,Month-to-Month,Bank Transfer,No
C02357,65,M,54,39.13,2113.02,One Year,Bank Transfer,No
C02358,30,F,4,61.19,244.76,Month-to-Month,Bank Transfer,No
C02359,26,F,1,37.03,37.03,Month-to-Month,Mailed Check,No
C02360,30,M,41,22.2,910.2,Month-to-Month,Electronic Check,No
C02361,48,M,59,41.19,2430.21,Month-to-Month,Electronic Check,Yes
C02362,58,M,15,73.64,1104.6,Two Year,Electronic Check,No
C02363,28,M,54,68.16,3680.64,Two Year,Electronic Check,No
C02364,21,F,8,70.15,561.2,One Year,Credit Card,No
C02365,51,M,15,44.77,671.55,Two Year,Electronic Check,No
C02366,55,F,15,88.52,1327.8,Two Year,Mailed Check,No
C02367,63,F,50,90.43,4521.5,Two Year,Mailed Check,No
C02368,21,M,39,55.8,2176.2,Two Year,Electronic Check,Yes
C02369,55,M,22,108.12,2378.64,Two Year,Credit Card,No
C02370,36,M,18,84.4,1519.2,Month-to-Month,Electronic Check,No
C02371,23,M,16,91.3,1460.8,One Year,Mailed Check,Yes
C02372,51,M,2,47.73,95.46,Two Year,Mailed Check,No
C02373,35,M,36,20.06,722.16,Two Year,Mailed Check,No
C02374,30,F,20,106.54,2130.8,One Year,Bank Transfer,No
C02375,58,F,16,102.24,1635.84,Two Year,Mailed Check,No
C02376,40,F,3,32.32,96.96,Two Year,Electronic Check,Yes
C02377,36,F,56,57.41,3214.96,One Year,Mailed Check,No
C02378,62,M,30,86.13,2583.9,Month-to-Month,Credit Card,No
C02379,28,M,55,85.21,4686.55,Month-to-Month,Bank Transfer,No
C02380,18,F,2,106.04,212.08,One Year,Credit Card,No
C02381,41,F,35,34.03,1191.05,Month-to-Month,Mailed Check,No
C02382,24,F,26,62.99,1637.74,Month-to-Month,Bank Transfer,No
C02383,42,M,57,29.72,1694.04,Month-to-Month,Bank Transfer,Yes
C02384,38,M,5,58.96,294.8,Month-to-Month,Bank Transfer,No
C02385,32,M,2,21.51,43.02,Two Year,Mailed Check,No
C02386,18,F,51,109.83,5601.33,One Year,Credit Card,No
C02387,29,F,56,72.7,4071.2,Month-to-Month,Mailed Check,No
C02388,24,M,20,104.98,2099.6,Month-to-Month,Bank Transfer,No
C02389,32,M,34,25.99,883.66,One Year,Mailed Check,No
C02390,38,F,34,42.75,1453.5,Two Year,Bank Transfer,No
C02391,36,F,54,45.94,2480.76,Month-to-Month,Bank Transfer,No
C02392,46,M,56,58.67,3285.52,Month-to-Month,Bank Transfer,No
C02393,42,F,55,100.29,5515.95,Two Year,Mailed Check,No
C02394,50,M,20,58.66,1173.2,One Year,Mailed Check,Yes
C02395,66,M,50,40.47,2023.5,Month-to-Month,Bank Transfer,No
C02396,49,F,25,26.5,662.5,Month-to-Month,Electronic Check,Yes
C02397,66,F,20,27.95,559.0,One Year,Credit Card,No
C02398,52,F,25,96.0,2400.0,Two Year,Bank Transfer,Yes
C02399,61,M,53,64.48,3417.44,One Year,Bank Transfer,No
C02400,55,F,14,92.62,1296.68,Month-to-Month,Bank Transfer,No
C02401,43,F,47,88.23,4146.81,Two Year,Bank Transfer,No
C02402,28,M,44,33.54,1475.76,Two Year,Bank Transfer,No
C02403,52,M,43,34.29,1474.47,Two Year,Electronic Check,Yes
C02404,25,F,43,95.53,4107.79,One Year,Mailed Check,No
C02405,63,M,39,92.13,3593.07,One Year,Electronic Check,Yes
C02406,31,M,12,57.8,693.6,One Year,Bank Transfer,Yes
C02407,27,M,48,27.74,1331.52,Month-to-Month,Bank Transfer,No
C02408,19,F,5,21.21,106.05,One Year,Bank Transfer,No
C02409,63,F,2,48.82,97.64,Two Year,Mailed Check,Yes
C02410,26,M,54,20.92,1129.68,Month-to-Month,Credit Card,No
C02411,20,M,16,43.01,688.16,Month-to-Month,Credit Card,Yes
C02412,38,M,55,61.95,3407.25,Month-to-Month,Electronic Check,No
C02413,43,F,30,32.14,964.2,Two Year,Electronic Check,No
C02414,25,M,47,30.43,1430.21,One Year,Credit Card,No
C02415,65,M,43,109.64,4714.52,Two Year,Bank Transfer,No
C02416,19,F,38,78.55,2984.9,One Year,Mailed Check,No
C02417,23,M,45,113.45,5105.25,Month-to-Month,Electronic Check,No
C02418,45,F,51,54.58,2783.58,Month-to-Month,Mailed Check,No
C02419,46,F,42,87.71,3683.82,Two Year,Bank Transfer,No
C02420,43,F,24,40.47,971.28,One Year,Bank Transfer,No
C02421,42,M,51,81.83,4173.33,Month-to-Month,Electronic Check,No
C02422,29,M,30,32.96,988.8,Two Year,Credit Card,No
C02423,22,F,37,20.21,747.77,Two Year,Credit Card,No
C02424,51,M,57,113.15,6449.55,One Year,Credit Card,No
C02425,65,F,59,75.49,4453.91,One Year,Bank Transfer,No
C02426,54,M,53,112.69,5972.57,One Year,Bank Transfer,No
C02427,32,F,39,53.38,2081.82,Month-to-Month,Mailed Check,Yes
C02428,61,F,11,52.78,580.58,Two Year,Mailed Check,No
C02429,53,M,14,60.07,840.98,One Year,Mailed Check,No
C02430,32,M,23,90.6,2083.8,Two Year,Bank Transfer,Yes
C02431,60,M,53,76.58,4058.74,Month-to-Month,Credit Card,No
C02432,65,M,16,112.54,1800.64,Month-to-Month,Bank Transfer,No
C02433,40,F,50,22.54,1127.0,One Year,Mailed Check,No
C02434,23,F,21,90.82,1907.22,Month-to-Month,Mailed Check,No
C02435,63,M,55,53.03,2916.65,Two Year,Mailed Check,Yes
C02436,67,M,55,38.02,2091.1,Two Year,Mailed Check,No
C02437,61,F,4,71.04,284.16,Month-to-Month,Electronic Check,No
C02438,60,M,33,70.51,2326.83,Month-to-Month,Mailed Check,No
C02439,62,M,54,33.7,1819.8,Month-to-Month,Bank Transfer,No
C02440,38,M,47,40.19,1888.93,Two Year,Electronic Check,Yes
C02441,40,M,14,60.82,851.48,Month-to-Month,Credit Card,No
C02442,60,F,19,60.88,1156.72,One Year,Bank Transfer,No
C02443,33,F,59,51.76,3053.84,One Year,Bank Transfer,No
C02444,64,M,5,34.85,174.25,Two Year,Credit Card,No
C02445,32,F,36,20.44,735.84,Month-to-Month,Bank Transfer,No
C02446,42,M,31,117.02,3627.62,Month-to-Month,Electronic Check,No
C02447,53,M,45,114.35,5145.75,Month-to-Month,Credit Card,No
C02448,28,M,18,68.37,1230.66,One Year,Electronic Check,Yes
C02449,68,F,44,119.51,5258.44,One Year,Mailed Check,No
C02450,32,F,31,87.37,2708.47,One Year,Credit Card,No
C02451,21,F,55,26.89,1478.95,One Year,Electronic Check,No
C02452,38,F,30,31.77,953.1,One Year,Mailed Check,No
C02453,30,F,21,111.61,2343.81,Two Year,Electronic Check,No
C02454,39,M,47,83.01,3901.47,Two Year,Electronic Check,Yes
C02455,36,M,30,104.32,3129.6,Month-to-Month,Bank Transfer,Yes
C02456,51,F,55,109.83,6040.65,Month-to-Month,Mailed Check,Yes
C02457,31,F,41,64.79,2656.39,One Year,Bank Transfer,Yes
C02458,21,F,4,24.85,99.4,Month-to-Month,Mailed Check,No
C02459,65,M,5,38.83,194.15,Two Year,Mailed Check,No
C02460,69,F,41,26.66,1093.06,Two Year,Bank Transfer,No
C02461,63,M,45,38.87,1749.15,Month-to-Month,Bank Transfer,No
C02462,44,M,10,61.05,610.5,One Year,Bank Transfer,Yes
C02463,46,F,27,31.82,859.14,Two Year,Mailed Check,No
C02464,64,M,16,36.67,586.72,Month-to-Month,Mailed Check,No
C02465,45,M,30,64.58,1937.4,One Year,Mailed Check,Yes
C02466,52,F,13,54.02,702.26,Month-to-Month,Mailed Check,No
C02467,25,M,36,66.77,2403.72,One Year,Mailed Check,No
C02468,33,F,21,62.92,1321.32,One Year,Mailed Check,No
C02469,59,M,45,84.45,3800.25,Two Year,Electronic Check,No
C02470,53,F,53,113.72,6027.16,Two Year,Bank Transfer,No
C02471,47,F,40,30.79,1231.6,Month-to-Month,Mailed Check,No
C02472,35,M,45,29.93,1346.85,Month-to-Month,Electronic Check,No
C02473,19,F,15,105.28,1579.2,One Year,Credit Card,No
C02474,66,M,20,70.64,1412.8,Two Year,Electronic Check,No
C02475,30,M,20,96.64,1932.8,One Year,Bank Transfer,No
C02476,21,F,45,41.54,1869.3,One Year,Credit Card,No
C02477,43,M,55,102.89,5658.95,One Year,Mailed Check,No
C02478,42,F,59,112.38,6630.42,One Year,Bank Transfer,No
C02479,47,M,5,83.55,417.75,One Year,Credit Card,No
C02480,28,M,54,30.59,1651.86,One Year,Electronic Check,No
C02481,24,F,54,109.53,5914.62,Month-to-Month,Credit Card,No
C02482,48,M,32,99.25,3176.0,Two Year,Bank Transfer,No
C02483,61,M,6,95.09,570.54,Two Year,Credit Card,No
C02484,27,M,30,23.67,710.1,One Year,Electronic Check,No
C02485,56,M,26,99.9,2597.4,One Year,Credit Card,No
C02486,30,M,37,33.8,1250.6,One Year,Electronic Check,Yes
C02487,48,M,13,42.24,549.12,Two Year,Credit Card,No
C02488,24,M,29,77.71,2253.59,Two Year,Electronic Check,Yes
C02489,66,M,5,46.5,232.5,One Year,Electronic Check,No
C02490,59,F,25,86.13,2153.25,Two Year,Electronic Check,No
C02491,59,M,13,80.81,1050.53,One Year,Mailed Check,No
C02492,53,M,24,30.81,739.44,One Year,Electronic Check,No
C02493,37,F,31,85.6,2653.6,One Year,Bank Transfer,No
C02494,21,F,20,112.4,2248.0,Month-to-Month,Electronic Check,Yes
C02495,24,F,55,36.11,1986.05,Two Year,Mailed Check,No
C02496,18,M,8,79.71,637.68,Two Year,Mailed Check,No
C02497,61,F,9,54.19,487.71,Two Year,Bank Transfer,No
C02498,62,F,21,65.96,1385.16,One Year,Electronic Check,No
C02499,59,M,51,48.7,2483.7,Month-to-Month,Mailed Check,No
C02500,64,M,20,55.41,1108.2,One Year,Mailed Check,Yes
C02501,30,F,15,22.89,343.35,One Year,Credit Card,No
C02502,39,F,26,118.16,3072.16,One Year,Credit Card,Yes
C02503,38,M,54,82.48,4453.92,Month-to-Month,Bank Transfer,Yes
C02504,39,M,42,70.07,2942.94,One Year,Credit Card,No
C02505,45,M,11,58.37,642.07,One Year,Electronic Check,No
C02506,26,M,37,73.94,2735.78,Month-to-Month,Credit Card,Yes
C02507,43,M,41,58.01,2378.41,One Year,Mailed Check,No
C02508,26,F,11,55.99,615.89,One Year,Bank Transfer,No
C02509,32,M,27,66.39,1792.53,Two Year,Credit Card,No
C02510,27,M,30,47.6,1428.0,Month-to-Month,Bank Transfer,No
C02511,41,M,19,38.0,722.0,Two Year,Electronic Check,Yes
C02512,59,M,34,75.66,2572.44,One Year,Electronic Check,No
C02513,25,M,38,104.28,3962.64,Month-to-Month,Credit Card,No
C02514,41,F,23,35.28,811.44,Month-to-Month,Credit Card,No
C02515,33,M,53,23.27,1233.31,One Year,Credit Card,No
C02516,66,F,1,44.68,44.68,Two Year,Mailed Check,Yes
C02517,43,M,3,117.97,353.91,One Year,Electronic Check,No
C02518,44,F,3,102.88,308.64,Month-to-Month,Mailed Check,Yes
C02519,54,F,28,79.59,2228.52,Month-to-Month,Credit Card,No
C02520,21,M,14,112.92,1580.88,One Year,Electronic Check,No
C02521,67,M,52,64.53,3355.56,One Year,Mailed Check,No
C02522,41,M,30,118.33,3549.9,One Year,Mailed Check,Yes
C02523,36,M,58,49.63,2878.54,One Year,Bank Transfer,No
C02524,53,M,54,44.03,2377.62,Two Year,Mailed Check,No
C02525,56,F,5,83.8,419.0,Two Year,Credit Card,Yes
C02526,27,M,49,57.82,2833.18,Two Year,Credit Card,No
C02527,42,M,15,82.64,1239.6,Two Year,Mailed Check,No
C02528,35,F,38,50.5,1919.0,Month-to-Month,Bank Transfer,No
C02529,36,M,14,81.79,1145.06,Month-to-Month,Bank Transfer,Yes
C02530,53,F,14,47.57,665.98,Two Year,Bank Transfer,No
C02531,27,M,57,25.1,1430.7,One Year,Mailed Check,Yes
C02532,50,F,59,111.21,6561.39,Month-to-Month,Mailed Check,No
C02533,67,M,49,108.32,5307.68,One Year,Bank Transfer,No
C02534,22,F,8,117.08,936.64,Two Year,Mailed Check,No
C02535,64,F,8,91.65,733.2,Month-to-Month,Electronic Check,Yes
C02536,66,M,19,88.27,1677.13,Month-to-Month,Credit Card,No
C02537,52,M,32,75.9,2428.8,Month-to-Month,Mailed Check,No
C02538,61,M,31,32.59,1010.29,Month-to-Month,Electronic Check,No
C02539,51,F,29,38.92,1128.68,Two Year,Mailed Check,No
C02540,50,F,41,48.95,2006.95,Month-to-Month,Electronic Check,Yes
C02541,38,F,11,109.02,1199.22,Two Year,Bank Transfer,No
C02542,34,M,45,37.3,1678.5,Month-to-Month,Credit Card,No
C02543,39,M,13,112.29,1459.77,Two Year,Mailed Check,No
C02544,65,F,27,72.28,1951.56,Two Year,Electronic Check,Yes
C02545,54,M,56,91.56,5127.36,One Year,Electronic Check,No
C02546,32,F,19,31.02,589.38,Two Year,Bank Transfer,No
C02547,52,M,26,46.9,1219.4,One Year,Credit Card,No
C02548,45,M,53,115.85,6140.05,Month-to-Month,Credit Card,No
C02549,24,F,51,46.61,2377.11,One Year,Credit Card,No
C02550,49,M,37,49.65,1837.05,Two Year,Electronic Check,No
C02551,28,M,48,39.76,1908.48,One Year,Mailed Check,No
C02552,27,M,9,32.91,296.19,Month-to-Month,Mailed Check,No
C02553,26,M,28,43.33,1213.24,One Year,Bank Transfer,No
C02554,31,M,32,84.23,2695.36,Two Year,Credit Card,No
C02555,30,F,52,65.54,3408.08,Two Year,Mailed Check,No
C02556,42,M,54,75.38,4070.52,Month-to-Month,Electronic Check,Yes
C02557,19,F,3,32.24,96.72,Month-to-Month,Electronic Check,No
C02558,52,M,51,100.21,5110.71,One Year,Credit Card,Yes
C02559,24,M,32,98.41,3149.12,Month-to-Month,Bank Transfer,No
C02560,38,F,5,22.16,110.8,Two Year,Bank Transfer,Yes
C02561,35,F,8,58.35,466.8,One Year,Credit Card,No
C02562,20,M,14,26.88,376.32,One Year,Electronic Check,No
C02563,59,M,56,99.21,5555.76,One Year,Bank Transfer,No
C02564,56,F,3,93.73,281.19,One Year,Electronic Check,No
C02565,58,F,24,110.2,2644.8,Month-to-Month,Electronic Check,Yes
C02566,66,F,13,43.64,567.32,One Year,Mailed Check,No
C02567,28,F,43,65.63,2822.09,One Year,Bank Transfer,No
C02568,56,M,29,38.45,1115.05,One Year,Electronic Check,No
C02569,41,M,8,57.12,456.96,Two Year,Mailed Check,No
C02570,63,M,51,72.22,3683.22,Two Year,Electronic Check,No
C02571,36,M,42,25.33,1063.86,Month-to-Month,Credit Card,No
C02572,21,M,31,91.49,2836.19,Two Year,Bank Transfer,No
C02573,43,F,26,74.33,1932.58,Two Year,Electronic Check,No
C02574,55,F,18,102.9,1852.2,Month-to-Month,Bank Transfer,No
C02575,59,F,58,47.18,2736.44,Month-to-Month,Mailed Check,Yes
C02576,49,M,18,110.33,1985.94,One Year,Bank Transfer,No
C02577,56,F,57,119.87,6832.59,One Year,Electronic Check,No
C02578,62,M,7,111.93,783.51,Month-to-Month,Bank Transfer,No
C02579,63,M,48,97.79,4693.92,One Year,Credit Card,No
C02580,53,M,38,101.24,3847.12,One Year,Credit Card,No
C02581,57,F,48,77.37,3713.76,One Year,Mailed Check,No
C02582,54,M,16,39.02,624.32,Month-to-Month,Electronic Check,No
C02583,50,M,55,87.7,4823.5,Two Year,Bank Transfer,No
C02584,53,F,56,91.28,5111.68,Two Year,Mailed Check,Yes
C02585,20,M,33,118.54,3911.82,Month-to-Month,Mailed Check,No
C02586,26,F,56,74.13,4151.28,Month-to-Month,Electronic Check,No
C02587,25,M,51,47.14,2404.14,One Year,Bank Transfer,No
C02588,50,F,3,88.37,265.11,Month-to-Month,Mailed Check,Yes
C02589,23,M,38,117.94,4481.72,Month-to-Month,Mailed Check,No
C02590,58,M,4,37.72,150.88,Month-to-Month,Electronic Check,No
C02591,56,F,36,52.6,1893.6,Month-to-Month,Electronic Check,Yes
C02592,21,M,4,74.19,296.76,One Year,Mailed Check,No
C02593,30,F,42,37.02,1554.84,One Year,Bank Transfer,No
