CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
C01160,59,M,23,29.39,675.97,Month-to-Month,Bank Transfer,No
C01161,78,F,62,85.94,5328.28,Two Year,Electronic Check,No
C01162,39,F,24,51.67,1240.08,Month-to-Month,Electronic Check,No
C01163,38,F,58,94.98,5508.84,Month-to-Month,Credit Card,No
C01164,23,M,31,33.63,1042.53,Two Year,Credit Card,Yes
C01165,18,M,17,109.79,1866.43,One Year,Electronic Check,Yes
C01166,22,M,36,44.26,1593.36,One Year,Mailed Check,No
C01167,58,F,25,55.31,1382.75,Month-to-Month,Electronic Check,Yes
C01168,29,F,8,115.02,920.16,One Year,Mailed Check,Yes
C01169,43,F,63,77.85,4904.55,Month-to-Month,Mailed Check,Yes
C01170,63,F,71,56.58,4017.18,Two Year,Electronic Check,No
C01171,51,M,19,114.96,2184.24,One Year,Electronic Check,No
C01172,66,M,53,52.91,2804.23,One Year,Electronic Check,No
C01173,31,M,29,29.49,855.21,Month-to-Month,Mailed Check,Yes
C01174,43,M,52,119.68,6223.36,Two Year,Bank Transfer,No
C01175,62,F,62,46.78,2900.36,One Year,Bank Transfer,No
C01176,44,F,10,105.13,1051.3,Two Year,Electronic Check,Yes
C01177,26,F,30,36.55,1096.5,Month-to-Month,Electronic Check,No
C01178,43,M,48,93.14,4470.72,Two Year,Credit Card,Yes
C01179,74,M,18,72.44,1303.92,One Year,Credit Card,Yes
C01180,64,F,11,118.09,1298.99,Month-to-Month,Credit Card,Yes
C01181,74,F,14,75.28,1053.92,Month-to-Month,Electronic Check,Yes
C01182,39,M,30,22.5,675.0,Month-to-Month,Bank Transfer,Yes
C01183,64,F,42,80.39,3376.38,Month-to-Month,Bank Transfer,Yes
C01184,73,M,36,34.53,1243.08,Month-to-Month,Electronic Check,Yes
C01185,47,M,28,99.85,2795.8,Month-to-Month,Electronic Check,Yes
C01186,60,M,25,105.66,2641.5,One Year,Mailed Check,No
C01187,65,F,1,68.21,68.21,One Year,Mailed Check,No
C01188,78,F,14,98.32,1376.48,Month-to-Month,Bank Transfer,No
C01189,34,M,3,34.51,103.53,Two Year,Credit Card,Yes
C01190,43,F,49,69.21,3391.29,Two Year,Bank Transfer,No
C01191,53,M,37,59.39,2197.43,Month-to-Month,Mailed Check,No
C01192,18,M,22,81.13,1784.86,Month-to-Month,Bank Transfer,No
C01193,25,M,58,24.45,1418.1,One Year,Mailed Check,Yes
C01194,66,M,27,95.21,2570.67,One Year,Mailed Check,Yes
C01195,52,F,65,27.91,1814.15,One Year,Credit Card,No
C01196,78,M,7,85.65,599.55,One Year,Credit Card,No
C01197,69,M,28,21.85,611.8,Month-to-Month,Mailed Check,No
C01198,32,F,10,103.19,1031.9,Two Year,Electronic Check,Yes
C01199,64,M,17,37.47,636.99,Month-to-Month,Credit Card,No
C01200,73,M,54,71.55,3863.7,Month-to-Month,Mailed Check,Yes
C01201,39,F,49,46.15,2261.35,Month-to-Month,Electronic Check,Yes
C01202,31,F,13,92.26,1199.38,Month-to-Month,Electronic Check,Yes
C01203,43,F,8,52.14,417.12,One Year,Bank Transfer,Yes
C01204,45,M,10,92.46,924.6,One Year,Bank Transfer,Yes
C01205,40,F,62,48.49,3006.38,Two Year,Credit Card,No
C01206,31,F,66,95.25,6286.5,Month-to-Month,Electronic Check,No
C01207,41,M,52,23.06,1199.12,Two Year,Credit Card,Yes
C01208,19,M,38,48.33,1836.54,One Year,Mailed Check,Yes
C01209,62,M,55,69.86,3842.3,Month-to-Month,Credit Card,No
C01210,43,M,27,24.51,661.77,Two Year,Electronic Check,No
C01211,31,M,38,38.6,1466.8,One Year,Bank Transfer,No
C01212,76,F,24,113.45,2722.8,Month-to-Month,Credit Card,Yes
C01213,73,F,20,117.68,2353.6,Two Year,Bank Transfer,Yes
C01214,68,F,9,93.97,845.73,One Year,Credit Card,Yes
C01215,24,M,42,45.22,1899.24,One Year,Mailed Check,No
C01216,20,M,14,46.05,644.7,Two Year,Electronic Check,No
C01217,64,M,47,84.58,3975.26,Month-to-Month,Credit Card,No
C01218,40,F,20,31.76,635.2,One Year,Mailed Check,No
C01219,63,F,59,114.83,6774.97,One Year,Mailed Check,Yes
C01220,60,M,49,42.48,2081.52,Month-to-Month,Mailed Check,No
C01221,64,F,22,119.96,2639.12,Month-to-Month,Bank Transfer,No
C01222,77,M,12,69.57,834.84,Two Year,Bank Transfer,Yes
C01223,62,F,68,97.14,6605.52,Month-to-Month,Mailed Check,Yes
C01224,35,F,3,20.22,60.66,One Year,Mailed Check,Yes
C01225,75,F,71,108.87,7729.77,Two Year,Credit Card,No
C01226,55,M,8,47.0,376.0,Month-to-Month,Credit Card,Yes
C01227,52,F,34,86.79,2950.86,Month-to-Month,Electronic Check,No
C01228,68,F,20,100.64,2012.8,Month-to-Month,Credit Card,Yes
C01229,32,M,57,36.41,2075.37,One Year,Electronic Check,No
C01230,42,F,17,64.25,1092.25,Two Year,Electronic Check,Yes
C01231,72,M,71,69.38,4925.98,One Year,Electronic Check,No
C01232,54,M,42,51.21,2150.82,Month-to-Month,Bank Transfer,No
C01233,45,M,5,68.18,340.9,One Year,Credit Card,No
C01234,27,M,66,51.75,3415.5,One Year,Mailed Check,Yes
C01235,56,M,11,56.07,616.77,Month-to-Month,Electronic Check,Yes
C01236,74,F,11,86.93,956.23,One Year,Mailed Check,Yes
C01237,34,M,65,83.26,5411.9,Month-to-Month,Electronic Check,No
C01238,56,M,1,43.23,43.23,Two Year,Credit Card,Yes
C01239,39,M,14,109.75,1536.5,Month-to-Month,Electronic Check,Yes
C01240,43,M,22,106.28,2338.16,Month-to-Month,Credit Card,No
C01241,79,F,28,70.91,1985.48,Two Year,Mailed Check,No
C01242,61,M,6,63.33,379.98,One Year,Credit Card,Yes
C01243,42,F,27,57.69,1557.63,Month-to-Month,Mailed Check,No
C01244,34,M,13,90.73,1179.49,Two Year,Credit Card,Yes
C01245,30,F,43,87.17,3748.31,One Year,Electronic Check,No
C01246,37,M,29,39.62,1148.98,Month-to-Month,Electronic Check,Yes
C01247,42,M,31,87.15,2701.65,One Year,Credit Card,Yes
C01248,21,F,69,45.24,3121.56,Two Year,Mailed Check,No
C01249,27,M,5,21.86,109.3,One Year,Mailed Check,Yes
C01250,20,F,26,89.92,2337.92,Month-to-Month,Mailed Check,Yes
C01251,58,M,23,84.48,1943.04,One Year,Credit Card,Yes
C01252,62,F,33,61.08,2015.64,One Year,Credit Card,Yes
C01253,35,M,39,72.57,2830.23,Two Year,Credit Card,No
C01254,64,M,46,114.72,5277.12,Month-to-Month,Credit Card,No
C01255,53,F,23,79.52,1828.96,One Year,Mailed Check,No
C01256,64,M,64,85.79,5490.56,Month-to-Month,Mailed Check,No
C01257,39,M,17,26.39,448.63,One Year,Bank Transfer,No
C01258,51,M,43,36.6,1573.8,Two Year,Credit Card,Yes
C01259,64,M,56,50.1,2805.6,Month-to-Month,Bank Transfer,Yes
C01260,25,M,27,73.94,1996.38,Month-to-Month,Credit Card,No
C01261,57,M,70,97.66,6836.2,One Year,Bank Transfer,No
C01262,66,F,22,52.12,1146.64,One Year,Mailed Check,Yes
C01263,61,F,33,55.64,1836.12,Month-to-Month,Mailed Check,Yes
C01264,36,F,10,45.62,456.2,One Year,Bank Transfer,Yes
C01265,59,M,34,45.46,1545.64,Two Year,Electronic Check,Yes
C01266,58,F,41,114.89,4710.49,One Year,Credit Card,Yes
C01267,54,M,27,83.55,2255.85,One Year,Bank Transfer,Yes
C01268,23,M,23,35.59,818.57,Month-to-Month,Bank Transfer,Yes
C01269,69,M,7,92.22,645.54,Two Year,Electronic Check,Yes
C01270,43,M,52,92.2,4794.4,Month-to-Month,Mailed Check,No
C01271,51,F,71,86.65,6152.15,Month-to-Month,Bank Transfer,Yes
C01272,76,M,3,33.47,100.41,Month-to-Month,Mailed Check,Yes
C01273,73,F,4,60.8,243.2,One Year,Credit Card,Yes
C01274,76,M,48,30.68,1472.64,Two Year,Electronic Check,No
C01275,62,F,29,101.66,2948.14,Month-to-Month,Mailed Check,Yes
C01276,23,F,71,85.52,6071.92,Two Year,Bank Transfer,No
C01277,54,F,62,70.72,4384.64,Two Year,Electronic Check,No
C01278,74,F,46,54.3,2497.8,One Year,Electronic Check,Yes
C01279,50,F,25,38.42,960.5,Two Year,Electronic Check,Yes
C01280,70,F,56,30.64,1715.84,Month-to-Month,Electronic Check,No
C01281,39,M,36,116.92,4209.12,Month-to-Month,Electronic Check,Yes
C01282,38,F,6,39.96,239.76,Two Year,Credit Card,No
C01283,23,M,39,25.99,1013.61,Month-to-Month,Credit Card,No
C01284,23,F,38,116.17,4414.46,Month-to-Month,Electronic Check,Yes
C01285,72,M,61,74.9,4568.9,One Year,Bank Transfer,Yes
C01286,65,F,52,99.67,5182.84,Two Year,Bank Transfer,Yes
C01287,21,F,3,24.38,73.14,One Year,Credit Card,Yes
C01288,47,M,24,76.69,1840.56,Month-to-Month,Mailed Check,Yes
C01289,28,F,6,59.82,358.92,Month-to-Month,Electronic Check,Yes
C01290,79,F,27,97.2,2624.4,Two Year,Bank Transfer,Yes
C01291,79,F,68,23.84,1621.12,Month-to-Month,Credit Card,No
C01292,47,M,66,60.17,3971.22,Month-to-Month,Credit Card,No
C01293,48,F,19,99.91,1898.29,Month-to-Month,Mailed Check,Yes
C01294,41,M,10,72.27,722.7,One Year,Mailed Check,Yes
C01295,72,F,66,75.0,4950.0,Month-to-Month,Bank Transfer,No
C01296,26,F,6,29.72,178.32,Month-to-Month,Mailed Check,No
C01297,72,M,22,33.23,731.06,Month-to-Month,Mailed Check,No
C01298,20,F,60,87.7,5262.0,Month-to-Month,Electronic Check,No
C01299,68,F,70,87.5,6125.0,Month-to-Month,Credit Card,No
C01300,48,M,33,117.91,3891.03,One Year,Credit Card,Yes
C01301,57,F,18,91.2,1641.6,One Year,Mailed Check,No
C01302,54,M,57,69.32,3951.24,Month-to-Month,Credit Card,No
C01303,53,M,8,105.73,845.84,Month-to-Month,Credit Card,Yes
C01304,41,M,47,30.45,1431.15,Month-to-Month,Bank Transfer,No
C01305,48,F,40,64.93,2597.2,Month-to-Month,Credit Card,No
C01306,23,M,47,48.71,2289.37,Month-to-Month,Mailed Check,No
C01307,19,M,44,30.46,1340.24,Month-to-Month,Bank Transfer,No
C01308,37,F,24,96.35,2312.4,Month-to-Month,Credit Card,Yes
C01309,45,M,24,71.08,1705.92,Two Year,Credit Card,Yes
C01310,28,F,18,75.68,1362.24,Month-to-Month,Bank Transfer,Yes
C01311,21,F,38,61.13,2322.94,Two Year,Bank Transfer,Yes
C01312,32,F,26,66.03,1716.78,Month-to-Month,Credit Card,Yes
C01313,23,F,62,31.6,1959.2,Month-to-Month,Electronic Check,No
C01314,71,M,67,87.29,5848.43,Two Year,Electronic Check,No
C01315,66,M,18,63.24,1138.32,Month-to-Month,Credit Card,No
C01316,47,M,27,101.68,2745.36,Month-to-Month,Credit Card,Yes
C01317,73,M,32,39.63,1268.16,Two Year,Bank Transfer,No
C01318,55,M,9,40.51,364.59,One Year,Bank Transfer,Yes
C01319,68,F,29,84.58,2452.82,Month-to-Month,Credit Card,Yes
C01320,79,M,21,104.6,2196.6,Month-to-Month,Credit Card,Yes
C01321,74,M,2,67.22,134.44,Two Year,Credit Card,Yes
C01322,19,M,47,92.7,4356.9,Two Year,Credit Card,Yes
C01323,32,F,1,119.93,119.93,Month-to-Month,Electronic Check,Yes
C01324,28,F,53,119.03,6308.59,Month-to-Month,Bank Transfer,No
C01325,25,M,5,94.43,472.15,Two Year,Mailed Check,Yes
C01326,43,F,39,93.96,3664.44,Month-to-Month,Credit Card,Yes
C01327,68,M,1,44.76,44.76,Month-to-Month,Credit Card,No
C01328,62,M,1,103.35,103.35,One Year,Credit Card,No
C01329,61,F,54,60.51,3267.54,Month-to-Month,Mailed Check,No
C01330,22,F,71,116.2,8250.2,One Year,Bank Transfer,No
C01331,23,M,59,28.14,1660.26,Two Year,Bank Transfer,No
C01332,43,M,5,63.58,317.9,Two Year,Credit Card,Yes
C01333,71,F,18,75.58,1360.44,Month-to-Month,Credit Card,Yes
C01334,21,M,26,60.52,1573.52,Month-to-Month,Bank Transfer,No
C01335,36,F,0,41.06,0.0,Month-to-Month,Mailed Check,Yes
C01336,37,M,32,79.3,2537.6,Month-to-Month,Credit Card,Yes
C01337,50,F,39,95.59,3728.01,Month-to-Month,Mailed Check,No
C01338,37,M,31,84.48,2618.88,Month-to-Month,Mailed Check,No
C01339,66,M,68,43.44,2953.92,Month-to-Month,Bank Transfer,No
C01340,29,F,16,93.16,1490.56,Month-to-Month,Credit Card,Yes
C01341,64,M,7,45.69,319.83,Month-to-Month,Electronic Check,No
C01342,18,M,56,37.52,2101.12,One Year,Bank Transfer,Yes
C01343,43,F,41,89.07,3651.87,One Year,Bank Transfer,Yes
C01344,31,M,8,104.28,834.24,Month-to-Month,Electronic Check,Yes
C01345,55,M,34,68.15,2317.1,One Year,Credit Card,Yes
C01346,54,M,70,73.14,5119.8,One Year,Mailed Check,No
C01347,79,F,52,50.27,2614.04,Month-to-Month,Mailed Check,No
C01348,28,F,53,69.46,3681.38,Month-to-Month,Mailed Check,No
C01349,53,F,24,33.2,796.8,One Year,Credit Card,Yes
C01350,30,M,66,115.58,7628.28,Month-to-Month,Bank Transfer,Yes
C01351,60,M,61,100.04,6102.44,Month-to-Month,Bank Transfer,Yes
C01352,20,M,54,86.8,4687.2,Two Year,Bank Transfer,No
C01353,50,M,45,73.82,3321.9,Month-to-Month,Bank Transfer,No
C01354,23,F,23,99.22,2282.06,One Year,Bank Transfer,Yes
C01355,67,M,45,69.48,3126.6,Month-to-Month,Electronic Check,Yes
C01356,73,M,21,50.0,1050.0,Month-to-Month,Mailed Check,Yes
C01357,27,M,10,36.04,360.4,Month-to-Month,Mailed Check,No
C01358,22,F,47,84.76,3983.72,One Year,Credit Card,Yes
C01359,40,M,7,112.94,790.58,Month-to-Month,Electronic Check,No
C01360,27,M,38,35.36,1343.68,Month-to-Month,Bank Transfer,No
C01361,61,M,34,38.0,1292.0,Two Year,Bank Transfer,Yes
C01362,19,M,48,63.36,3041.28,Month-to-Month,Bank Transfer,Yes
C01363,30,M,45,100.69,4531.05,Month-to-Month,Electronic Check,Yes
C01364,57,F,37,49.39,1827.43,Month-to-Month,Credit Card,No
C01365,19,M,7,45.39,317.73,One Year,Electronic Check,Yes
C01366,37,M,53,82.0,4346.0,Month-to-Month,Credit Card,Yes
C01367,18,M,36,73.56,2648.16,Month-to-Month,Mailed Check,No
C01368,54,M,39,26.02,1014.78,Month-to-Month,Credit Card,Yes
C01369,26,M,33,28.15,928.95,Month-to-Month,Mailed Check,Yes
C01370,34,M,16,84.3,1348.8,One Year,Credit Card,No
C01371,26,M,32,66.51,2128.32,One Year,Mailed Check,Yes
C01372,28,M,46,117.1,5386.6,Month-to-Month,Mailed Check,No
C01373,32,M,51,87.85,4480.35,Month-to-Month,Bank Transfer,No
C01374,41,M,8,21.01,168.08,Month-to-Month,Credit Card,Yes
C01375,55,F,32,68.1,2179.2,One Year,Bank Transfer,Yes
C01376,72,F,59,61.44,3624.96,Month-to-Month,Mailed Check,Yes
C01377,52,F,20,30.67,613.4,Month-to-Month,Bank Transfer,No
C01378,47,F,57,112.32,6402.24,Two Year,Electronic Check,No
C01379,48,M,68,100.5,6834.0,Month-to-Month,Bank Transfer,No
C01380,66,F,9,43.01,387.09,Two Year,Credit Card,No
C01381,22,F,5,45.6,228.0,Month-to-Month,Bank Transfer,No
C01382,79,M,12,23.2,278.4,Month-to-Month,Electronic Check,No
C01383,77,F,64,49.67,3178.88,Month-to-Month,Bank Transfer,Yes
C01384,61,F,19,78.46,1490.74,Month-to-Month,Mailed Check,No
C01385,67,M,56,62.08,3476.48,Month-to-Month,Mailed Check,No
C01386,31,M,45,116.93,5261.85,Month-to-Month,Mailed Check,Yes
C01387,70,M,7,25.61,179.27,Two Year,Credit Card,Yes
C01388,73,F,9,79.14,712.26,Month-to-Month,Bank Transfer,No
C01389,28,F,66,105.83,6984.78,One Year,Mailed Check,No
C01390,26,M,10,68.07,680.7,One Year,Bank Transfer,No
C01391,51,M,11,20.3,223.3,One Year,Electronic Check,Yes
C01392,29,F,9,44.28,398.52,One Year,Electronic Check,No
C01393,52,M,24,52.38,1257.12,Month-to-Month,Credit Card,No
C01394,52,F,48,116.6,5596.8,Month-to-Month,Bank Transfer,Yes
C01395,18,M,48,111.18,5336.64,Month-to-Month,Electronic Check,No
C01396,57,M,10,114.92,1149.2,Month-to-Month,Credit Card,Yes
C01397,39,F,61,102.58,6257.38,Month-to-Month,Credit Card,Yes
C01398,77,M,35,55.16,1930.6,Month-to-Month,Mailed Check,Yes
C01399,46,M,38,110.59,4202.42,Two Year,Electronic Check,No
C01400,25,M,52,118.17,6144.84,Two Year,Bank Transfer,No
C01401,28,F,55,55.01,3025.55,Month-to-Month,Electronic Check,No
C01402,58,M,0,46.06,0.0,Month-to-Month,Electronic Check,Yes
C01403,54,M,55,74.69,4107.95,Month-to-Month,Bank Transfer,No
C01404,31,M,3,38.72,116.16,Month-to-Month,Bank Transfer,Yes
C01405,77,M,29,23.26,674.54,Month-to-Month,Mailed Check,No
C01406,47,M,11,114.58,1260.38,Two Year,Credit Card,Yes
C01407,52,M,34,112.57,3827.38,Month-to-Month,Bank Transfer,No
C01408,38,F,51,36.27,1849.77,Month-to-Month,Bank Transfer,Yes
C01409,54,F,30,60.77,1823.1,Month-to-Month,Electronic Check,Yes
C01410,22,M,67,103.1,6907.7,Two Year,Bank Transfer,No
C01411,36,F,51,86.1,4391.1,Two Year,Bank Transfer,No
C01412,76,F,6,59.48,356.88,One Year,Electronic Check,Yes
C01413,31,M,21,94.42,1982.82,Month-to-Month,Electronic Check,No
C01414,43,F,55,109.7,6033.5,Month-to-Month,Electronic Check,No
C01415,79,F,57,112.62,6419.34,Month-to-Month,Mailed Check,No
C01416,21,F,63,57.88,3646.44,Month-to-Month,Credit Card,No
C01417,42,F,11,37.36,410.96,Two Year,Bank Transfer,Yes
C01418,62,F,6,111.28,667.68,Month-to-Month,Electronic Check,Yes
C01419,59,F,54,29.26,1580.04,Month-to-Month,Electronic Check,No
C01420,42,F,61,92.17,5622.37,One Year,Credit Card,No
C01421,35,F,54,34.05,1838.7,Month-to-Month,Mailed Check,Yes
C01422,57,M,35,58.94,2062.9,One Year,Bank Transfer,No
C01423,25,M,23,61.16,1406.68,Month-to-Month,Mailed Check,Yes
C01424,56,F,43,35.88,1542.84,Month-to-Month,Mailed Check,Yes
C01425,57,F,16,112.27,1796.32,Month-to-Month,Mailed Check,Yes
C01426,31,M,1,20.27,20.27,Two Year,Electronic Check,No
C01427,49,F,12,109.38,1312.56,Month-to-Month,Credit Card,No
C01428,68,F,30,108.38,3251.4,Month-to-Month,Credit Card,Yes
C01429,78,M,27,51.7,1395.9,Month-to-Month,Credit Card,No
C01430,55,M,59,90.43,5335.37,One Year,Mailed Check,No
C01431,50,M,26,45.28,1177.28,Two Year,Bank Transfer,Yes
C01432,40,F,14,95.88,1342.32,Month-to-Month,Mailed Check,Yes
C01433,32,F,32,76.11,2435.52,Month-to-Month,Credit Card,No
C01434,50,M,19,50.02,950.38,Two Year,Electronic Check,No
C01435,42,M,41,60.02,2460.82,One Year,Mailed Check,Yes
C01436,34,F,11,88.99,978.89,One Year,Electronic Check,No
C01437,50,M,22,110.61,2433.42,Month-to-Month,Credit Card,Yes
C01438,64,F,71,33.07,2347.97,Month-to-Month,Mailed Check,No
C01439,72,F,13,77.14,1002.82,One Year,Electronic Check,Yes
C01440,19,M,24,45.37,1088.88,One Year,Mailed Check,No
C01441,31,M,30,100.14,3004.2,One Year,Credit Card,No
C01442,70,F,53,27.02,1432.06,Month-to-Month,Bank Transfer,No
C01443,57,M,4,88.9,355.6,One Year,Credit Card,Yes
C01444,57,M,12,37.49,449.88,Two Year,Bank Transfer,No
C01445,68,M,27,79.64,2150.28,Two Year,Bank Transfer,Yes
C01446,56,M,42,103.57,4349.94,Month-to-Month,Credit Card,Yes
C01447,68,F,46,95.51,4393.46,One Year,Electronic Check,No
C01448,23,F,70,95.29,6670.3,One Year,Mailed Check,Yes
C01449,23,F,37,71.78,2655.86,Two Year,Mailed Check,No
C01450,20,F,66,109.07,7198.62,Two Year,Mailed Check,Yes
C01451,24,M,61,78.81,4807.41,Two Year,Bank Transfer,No
C01452,68,M,38,111.75,4246.5,Two Year,Bank Transfer,Yes
C01453,25,F,36,74.65,2687.4,Month-to-Month,Credit Card,Yes
C01454,59,F,7,70.6,494.2,One Year,Electronic Check,Yes
C01455,69,M,51,42.24,2154.24,One Year,Credit Card,Yes
C01456,32,F,32,74.48,2383.36,Month-to-Month,Credit Card,No
C01457,64,F,41,34.06,1396.46,Month-to-Month,Electronic Check,Yes
C01458,46,M,26,106.97,2781.22,Month-to-Month,Bank Transfer,Yes
C01459,50,F,7,87.59,613.13,Two Year,Credit Card,Yes
C01460,69,M,22,119.36,2625.92,Month-to-Month,Credit Card,Yes
C01461,47,M,63,29.21,1840.23,Two Year,Bank Transfer,No
C01462,56,F,19,44.07,837.33,One Year,Mailed Check,No
C01463,44,M,15,107.72,1615.8,One Year,Electronic Check,No
C01464,53,F,16,59.53,952.48,Month-to-Month,Electronic Check,Yes
C01465,46,M,18,66.63,1199.34,Month-to-Month,Mailed Check,No
C01466,55,F,7,106.07,742.49,Month-to-Month,Electronic Check,Yes
C01467,74,F,37,72.18,2670.66,Month-to-Month,Mailed Check,No
C01468,50,F,37,39.35,1455.95,Two Year,Credit Card,No
C01469,78,M,52,109.2,5678.4,One Year,Electronic Check,Yes
C01470,54,M,30,23.11,693.3,Month-to-Month,Electronic Check,Yes
C01471,44,F,43,109.54,4710.22,Two Year,Credit Card,Yes
C01472,72,M,59,25.05,1477.95,Month-to-Month,Bank Transfer,No
C01473,50,F,16,86.58,1385.28,Month-to-Month,Bank Transfer,Yes
C01474,79,F,38,27.17,1032.46,One Year,Credit Card,No
C01475,21,M,41,90.62,3715.42,Month-to-Month,Electronic Check,Yes
C01476,39,F,47,23.4,1099.8,One Year,Electronic Check,No
C01477,19,M,11,104.25,1146.75,One Year,Electronic Check,Yes
C01478,27,F,17,66.59,1132.03,One Year,Mailed Check,No
C01479,22,M,5,29.35,146.75,Month-to-Month,Bank Transfer,No
C01480,76,F,42,90.68,3808.56,Month-to-Month,Electronic Check,Yes
C01481,27,F,34,68.93,2343.62,Month-to-Month,Bank Transfer,Yes
C01482,50,M,53,39.09,2071.77,Two Year,Bank Transfer,Yes
C01483,71,F,61,21.57,1315.77,Month-to-Month,Electronic Check,No
C01484,55,F,68,61.8,4202.4,Month-to-Month,Credit Card,Yes
C01485,30,M,15,28.56,428.4,Two Year,Credit Card,Yes
C01486,48,F,7,29.42,205.94,Two Year,Bank Transfer,Yes
C01487,64,M,30,46.73,1401.9,Two Year,Mailed Check,Yes
C01488,53,F,9,83.05,747.45,Two Year,Bank Transfer,Yes
C01489,62,M,55,72.99,4014.45,Month-to-Month,Bank Transfer,No
C01490,41,F,69,26.9,1856.1,Month-to-Month,Credit Card,No
C01491,69,F,19,116.84,2219.96,Month-to-Month,Electronic Check,Yes
C01492,73,F,4,108.72,434.88,Month-to-Month,Electronic Check,No
C01493,32,M,22,45.92,1010.24,One Year,Mailed Check,Yes
C01494,46,M,8,32.23,257.84,Month-to-Month,Credit Card,No
C01495,25,M,57,114.24,6511.68,One Year,Credit Card,No
C01496,22,M,58,66.11,3834.38,Month-to-Month,Bank Transfer,No
C01497,46,F,53,51.12,2709.36,Month-to-Month,Credit Card,No
C01498,64,F,45,69.04,3106.8,One Year,Bank Transfer,Yes
C01499,21,M,21,97.27,2042.67,Month-to-Month,Mailed Check,Yes
C01500,29,M,63,36.84,2320.92,One Year,Credit Card,No
C01501,62,M,7,96.75,677.25,Two Year,Credit Card,Yes
C01502,19,F,19,94.94,1803.86,Two Year,Bank Transfer,Yes
C01503,44,M,50,73.93,3696.5,Month-to-Month,Credit Card,Yes
C01504,48,M,38,106.58,4050.04,Two Year,Electronic Check,Yes
C01505,68,F,36,33.21,1195.56,Month-to-Month,Mailed Check,Yes
C01506,68,F,49,79.55,3897.95,One Year,Electronic Check,Yes
C01507,53,M,33,64.93,2142.69,Month-to-Month,Bank Transfer,No
C01508,53,F,32,62.23,1991.36,Month-to-Month,Bank Transfer,No
C01509,43,M,30,45.26,1357.8,Two Year,Bank Transfer,No
C01510,60,F,53,57.23,3033.19,Month-to-Month,Mailed Check,No
C01511,44,M,43,30.82,1325.26,Two Year,Credit Card,No
C01512,22,M,33,45.16,1490.28,Month-to-Month,Electronic Check,No
C01513,37,M,70,47.2,3304.0,Two Year,Credit Card,No
C01514,28,M,61,92.07,5616.27,Two Year,Bank Transfer,Yes
C01515,79,F,22,24.86,546.92,Month-to-Month,Credit Card,Yes
C01516,27,F,45,85.12,3830.4,One Year,Mailed Check,Yes
C01517,57,F,55,42.14,2317.7,One Year,Bank Transfer,No
C01518,55,F,6,28.19,169.14,Two Year,Credit Card,Yes
C01519,23,M,60,50.08,3004.8,Month-to-Month,Electronic Check,No
C01520,25,M,2,42.45,84.9,One Year,Bank Transfer,Yes
C01521,40,F,37,75.2,2782.4,Month-to-Month,Bank Transfer,Yes
C01522,64,F,33,55.74,1839.42,Month-to-Month,Mailed Check,Yes
C01523,43,F,43,116.6,5013.8,Month-to-Month,Mailed Check,Yes
C01524,63,F,29,116.35,3374.15,One Year,Electronic Check,Yes
C01525,60,F,16,64.37,1029.92,Two Year,Credit Card,No
C01526,29,M,58,99.51,5771.58,Month-to-Month,Credit Card,Yes
C01527,43,M,9,21.33,191.97,One Year,Bank Transfer,Yes
C01528,30,M,17,74.78,1271.26,One Year,Bank Transfer,Yes
C01529,57,F,44,94.33,4150.52,Month-to-Month,Credit Card,Yes
C01530,79,F,58,41.69,2418.02,Two Year,Credit Card,No
C01531,35,F,61,26.12,1593.32,Month-to-Month,Credit Card,No
C01532,42,F,58,35.59,2064.22,Month-to-Month,Bank Transfer,No
C01533,50,M,48,64.18,3080.64,Month-to-Month,Mailed Check,Yes
C01534,64,M,62,70.64,4379.68,Two Year,Mailed Check,No
C01535,57,F,31,58.09,1800.79,Two Year,Electronic Check,No
C01536,77,M,9,64.0,576.0,Month-to-Month,Credit Card,Yes
C01537,60,M,10,67.02,670.2,Month-to-Month,Credit Card,Yes
C01538,29,F,69,96.94,6688.86,Month-to-Month,Credit Card,No
C01539,61,F,61,30.52,1861.72,One Year,Electronic Check,Yes
C01540,53,F,46,96.9,4457.4,One Year,Credit Card,No
C01541,65,F,33,88.86,2932.38,Two Year,Mailed Check,Yes
C01542,21,F,16,94.17,1506.72,Two Year,Credit Card,Yes
C01543,22,F,53,93.45,4952.85,Two Year,Electronic Check,No
C01544,73,M,39,67.06,2615.34,One Year,Bank Transfer,No
C01545,54,M,18,41.14,740.52,Month-to-Month,Bank Transfer,Yes
C01546,25,F,66,73.66,4861.56,One Year,Mailed Check,No
C01547,59,M,52,115.8,6021.6,Month-to-Month,Mailed Check,Yes
C01548,66,F,63,78.85,4967.55,Month-to-Month,Mailed Check,No
C01549,45,F,46,21.1,970.6,Month-to-Month,Bank Transfer,No
C01550,48,F,5,25.97,129.85,One Year,Credit Card,Yes
C01551,75,F,15,119.29,1789.35,One Year,Electronic Check,Yes
C01552,26,M,71,27.19,1930.49,One Year,Electronic Check,No
C01553,71,F,17,24.6,418.2,Month-to-Month,Credit Card,No
C01554,68,M,51,55.3,2820.3,One Year,Bank Transfer,No
C01555,46,F,47,116.93,5495.71,Month-to-Month,Bank Transfer,No
C01556,31,F,42,51.87,2178.54,One Year,Electronic Check,No
C01557,57,F,38,60.99,2317.62,Month-to-Month,Mailed Check,No
